id_establecimientos;razon.social;nombre.sucursal;direccion;ccz;barrio;cajas;cadena;long;lat;ciudad;depto;id.depto;localidad
1;CAFITUR S.A.;Expres 2;AVDA. MILLAN 2683;16;Reducto;2;Sin Cadena;-34,8765665;-56,1897221;Montevideo;Montevideo;1;1020
2;Distren S.A.;Expres 6;Conciliaci�n 3910;14;La Teja;3;Sin Cadena;-34,86483197;-56,22046689;Montevideo;Montevideo;1;1020
3;Distren S.A.;Expres 7;Carlos Maria Ramirez 186;14;Belvedere;3;Sin Cadena;-34,8608486;-56,2270262;Montevideo;Montevideo;1;1020
4;Distren S.A.;Expres 1;Dr. Mart�n Berinduague 870;14;La Teja;5;Sin Cadena;-34,86902142;-56,23155956;Montevideo;Montevideo;1;1020
5;Daltiro S.A.;El Clon - Comercio;Avda. 8 de Octubre 3631;6;Uni�n;3;El Clon;-34,876518;-56,1456047;Montevideo;Montevideo;1;1020
6;Gadonur S.A.;El Clon - Gaboto;Avda. 18 de Julio 1751;2;Cord�n;3;El Clon;-34,9027945;-56,1806478;Montevideo;Montevideo;1;1020
7;DALTIRO S.A.;El Clon - Viana;8 DE OCTUBRE 3722;6;Uni�n;3;El Clon;-34,875543;-56,143307;Montevideo;Montevideo;1;1020
8;NAFITAL S.A.;El Clon - Vazquez;VAZQUEZ 1388;2;Cord�n;3;El Clon;-34,9051578;-56,1853576;Montevideo;Montevideo;1;1020
9;Satil�n S.A.;El Clon - Paso Molino;Avda. Agraciada 4132;14;Paso Molino;3;El Clon;-34,8576189;-56,2204897;Montevideo;Montevideo;1;1020
10;DALTIRO S.A.;El Clon - Palacio ;GRAL. FLORES 2075;3;Aguada;3;El Clon;-34,8896264;-56,189078;Montevideo;Montevideo;1;1020
11;SATILAN S.A.;El Clon - Las Piedras ;AV.ARTIGAS 699;;Interior;4;El Clon;-34,7261696;-56,2157332;Las Piedras;Canelones;3;3221
12;DALTIRO S.A.;El Clon - Cerro ;CARLOS MA. RAMIREZ 1659;17;Cerro ;5;El Clon;-34,8741386;-56,2528854;Montevideo;Montevideo;1;1020
13;DALTIRO S.A.;El Clon - Requena ;18 DE JULIO 2075;2;Cord�n;6;El Clon;-34,8996132;-56,1726323;Montevideo;Montevideo;1;1020
14;Landera S.A.;El Clon - Maldonado ;Roman Guerra s/n y 25 de Mayo;;Interior;8;El Clon;-34,92489;-54,9631206;Maldonado;Maldonado;10;10320
15;Devoto Hermanos S.A.;Devoto - SAN MARTIN;Avda. Gral. San Mart�n 3709;15;Cerrito;4;Devoto;-34,8568464;-56,1776328;Montevideo;Montevideo;1;1020
16;Supermercados Disco del Uruguay S.A.;Disco - OBLIGADO;Obligado 968;5;Pocitos;4;Disco;-34,91329641;-56,16001434;Montevideo;Montevideo;1;1020
17;Devoto Hermanos S.A.;Devoto - SUAREZ;Avda. Joaqu�n Su�rez 3458;15;Prado ;5;Devoto;-34,86447251;-56,1958846;Montevideo;Montevideo;1;1020
18;Devoto Hermanos S.A.;Devoto - BRISAS;Avda. Gral. Rivera 4502;7;Malv�n;5;Devoto;-34,89323573;-56,11592848;Montevideo;Montevideo;1;1020
19;Supermercados Disco del Uruguay S.A.;Disco - FERNANDEZ CRESPO;Avda. Daniel Fern�ndez Crespo 1727;2;Cord�n;5;Disco;-34,89896665;-56,17763679;Montevideo;Montevideo;1;1020
20;Devoto Hermanos S.A.;Devoto - SHANGRILA;Avda. Calcagno s/n;;Interior;6;Devoto;-34,84985469;-55,9997063;Ciudad de la Costa;Canelones;3;3831
21;Devoto Hermanos S.A.;Devoto - LAS PIEDRAS;Juan A. Lavalleja 671;;Interior;6;Devoto;-34,7287524;-56,21701027;Las Piedras;Canelones;3;3221
22;Devoto Hermanos S.A.;Devoto - GRAL.PAZ;Avda. Gral. Jos� Mar�a Paz 1404;7;Punta Gorda;6;Devoto;-34,8937242;-56,0821618;Montevideo;Montevideo;1;1020
23;Supermercados Disco del Uruguay S.A.;Disco - CANELONES;Florencio S�nchez 729;;Interior;7;Disco;-34,5215452;-56,2814063;Canelones;Canelones;3;3320
24;Devoto Hermanos S.A.;Devoto - COLON;Avda. Garz�n 1945;12;Col�n ;7;Devoto;-34,8050739;-56,224982;Montevideo;Montevideo;1;1020
25;Supermercados Disco del Uruguay S.A.;Disco - MARCELINO SOSA;Cnel. Marcelino Sosa 2706;3;Reducto;7;Disco;-34,87772607;-56,18114769;Montevideo;Montevideo;1;1020
26;Devoto Hermanos S.A.;Devoto - CARRASCO;Avda. Bolivia 1413;8;Carrasco;7;Devoto;-34,89318783;-56,06646145;Montevideo;Montevideo;1;1020
27;Supermercados Disco del Uruguay S.A.;Disco - AYACUCHO;Ayacucho 3370;4;Parque Batlle;7;Disco;-34,89437326;-56,14469715;Montevideo;Montevideo;1;1020
28;Devoto Hermanos S.A.;Devoto - LAS PIEDRAS II;Enrique Pouey N� 624;;Interior;8;Devoto;-34,72813293;-56,22377773;Las Piedras;Canelones;3;3221
29;Supermercados Disco del Uruguay S.A.;Disco - CAMINO MALDONADO;Avda. Brig. Gral. Lavalleja 7722;9;Punta de Rieles ;8;Disco;-34,80409052;-56,08900423;Montevideo;Montevideo;1;1020
30;Supermercados Disco del Uruguay S.A.;Disco - BARRIOS AMORIN;Dr. Javier Barrios Amor�n 859;2;Palermo;8;Disco;-34,91423613;-56,18385608;Montevideo;Montevideo;1;1020
31;Devoto Hermanos S.A.;Devoto - 8 DE OCTUBRE;Avda. 8 de Octubre 3621;6;Uni�n;9;Devoto;-34,87670222;-56,14369868;Montevideo;Montevideo;1;1020
32;Supermercados Disco del Uruguay S.A.;Disco - SOLANO LOPEZ;Avda. Mcal. Francisco Solano L�pez 1680;7;Buceo;9;Disco;-34,89184451;-56,12514287;Montevideo;Montevideo;1;1020
33;Devoto Hermanos S.A.;Devoto - RAMBLA;Rbla. de los Argentinos esq, Santiago V�squez;;Interior;9;Devoto;-34,8564118;-55,29201897;Piri�polis;Maldonado;10;10523
34;Supermercados Disco del Uruguay S.A.;Disco - MEDANOS;Avda. Ing. Luis Giannattasio Km. 27.500;;Interior;10;Disco;-34,80727807;-55,93165618;Ciudad de la Costa;Canelones;3;3831
35;Supermercados Disco del Uruguay S.A.;Disco - CURVA DE MARO�AS;Avda. 8 de Octubre 4786;9;Maro�as;10;Disco;-34,85719975;-56,13298373;Montevideo;Montevideo;1;1020
36;Devoto Hermanos S.A.;Devoto - ARENAL GRANDE;Arenal Grande 2006;2;Cord�n;10;Devoto;-34,88451715;-56,17881701;Montevideo;Montevideo;1;1020
37;Supermercados Disco del Uruguay S.A.;Disco - CHUCARRO;Alejandro Chucarro 1320;5;Pocitos;10;Disco;-34,90922435;-56,14446174;Montevideo;Montevideo;1;1020
38;Supermercados Disco del Uruguay S.A.;Disco - CALLE MALDONADO;Maldonado 1024;1;Barrio Sur;10;Disco;-34,91005035;-56,1937878;Montevideo;Montevideo;1;1020
39;Devoto Hermanos S.A.;Devoto - CORONEL MORA;Coronel Mora 596;5;Punta Carretas;10;Devoto;-34,91945755;-56,15767192;Montevideo;Montevideo;1;1020
40;Devoto Hermanos S.A.;Devoto - SAN QUINTIN;San Quint�n 4376;14;Belvedere;11;Devoto;-34,85267694;-56,2231486;Montevideo;Montevideo;1;1020
41;Devoto Hermanos S.A.;Devoto - STA.MONICA;Avda. Italia 6958;8;Carrasco;11;Devoto;-34,87743837;-56,05741208;Montevideo;Montevideo;1;1020
42;Supermercados Disco del Uruguay S.A.;Disco - LEGRAND;Avda. Enrique Legrand 5085;7;Malv�n;11;Disco;-34,89012831;-56,09804228;Montevideo;Montevideo;1;1020
43;Devoto Hermanos S.A.;Devoto - MALVIN;Hip�lito Yrigoyen 1444;7;Malv�n;11;Devoto;-34,89487376;-56,10767852;Montevideo;Montevideo;1;1020
44;Supermercados Disco del Uruguay S.A.;Disco - 20 DE SETIEMBRE;20 de Setiembre 1479;4;Parque Batlle ;11;Disco;-34,90041756;-56,16286006;Montevideo;Montevideo;1;1020
45;Supermercados Disco del Uruguay S.A.;Disco - ARENAL GRANDE;Arenal Grande 1376;2;Cord�n;11;Disco;-34,90282638;-56,1730281;Montevideo;Montevideo;1;1020
46;Supermercados Disco del Uruguay S.A.;Disco - SOCA;Avda. Dr. Francisco Soca 1318;5;Pocitos;11;Disco;-34,90559329;-56,15479361;Montevideo;Montevideo;1;1020
47;Supermercados Disco del Uruguay S.A.;Disco - SOLYMAR;Avda. Ing. Luis Giannattasio Km. 23.500;;Interior;12;Disco;-34,82540479;-55,96452273;Ciudad de la Costa;Canelones;3;3831
48;Supermercados Disco del Uruguay S.A.;Disco - EJIDO;Ejido 1530;2;Centro;12;Disco;-34,90222682;-56,18702525;Montevideo;Montevideo;1;1020
49;Supermercados Disco del Uruguay S.A.;Disco - ROOSEVELT;Avda. Roosevelt y Zelmar Michelini;;Interior;12;Disco;-34,91408137;-54,96142589;Punta del Este;Maldonado;10;10320
50;Supermercados Disco del Uruguay S.A.;Disco - PARADA 5;Pedragosa Sierra y Av. Italia (parada 5);;Interior;12;Disco;-34,94305492;-54,93227366;Punta del Este;Maldonado;10;10524
51;Supermercados Disco del Uruguay S.A.;Disco - ATLANTIDA;Avda. Gral. Artigas entre 22 y 24;;Interior;13;Disco;-34,77203396;-55,76235147;Atl�ntida;Canelones;3;3621
52;Devoto Hermanos S.A.;Devoto - 26 DE MARZO;26 de Marzo 1386;5;Pocitos;13;Devoto;-34,90791912;-56,14607934;Montevideo;Montevideo;1;1020
53;Supermercados Disco del Uruguay S.A.;Disco - SCOSERIA;Scoseria 2628;5;Pocitos;13;Disco;-34,9153555;-56,15548036;Montevideo;Montevideo;1;1020
54;Supermercados Disco del Uruguay S.A.;Disco - DE LA PUNTA;Calle 17 y 24;;Interior;13;Disco;-34,96622428;-54,94629701;Punta del Este;Maldonado;10;10524
55;Devoto Hermanos S.A.;Devoto - PANDO;Juan A. Lavalleja Km 30 Ruta 8;;Interior;14;Devoto;-34,72990601;-55,9715858;Pando;Canelones;3;3322
56;Supermercados Disco del Uruguay S.A.;Disco - AGRACIADA;Avda. Agraciada 2986;16;Bella Vista;15;Disco;-34,87585413;-56,19864349;Montevideo;Montevideo;1;1020
57;Devoto Hermanos S.A.;Devoto - AGRACIADA;Avda. Agraciada 3655;16;Prado;16;Devoto;-34,86497537;-56,20974186;Montevideo;Montevideo;1;1020
58;Supermercados Disco del Uruguay S.A.;Disco - 8 DE OCTUBRE Y GARIBALDI;Avda. 8 de Octubre 2681;4;La Blanqueada;17;Disco;-34,8894923;-56,16024425;Montevideo;Montevideo;1;1020
59;Devoto Hermanos S.A.;Devoto - SAN MARTIN II;Avda. Gral. San Mart�n 3083;11;Atahualpa;20;Devoto;-34,86977972;-56,18203013;Montevideo;Montevideo;1;1020
60;Devoto Hermanos S.A.;Devoto - PORTONES;Avda. Italia 5779;8;Carrasco;20;Devoto;-34,88218541;-56,08218073;Montevideo;Montevideo;1;1020
61;Supermercados Disco del Uruguay S.A.;Disco - PUNTA CARRETAS;Jos� Ellauri 350 Local 002;5;Punta Carretas;22;Disco;-34,92405523;-56,15998071;Montevideo;Montevideo;1;1020
62;Devoto Hermanos S.A.;Devoto - PUNTA DEL ESTE;Roosevelt y Parada 10;;Interior;26;Devoto;-34,93606671;-54,93775946;Punta del Este;Maldonado;10;10524
63;Supermercados Disco del Uruguay S.A.;Disco - AV. ITALIA;Magari�os Cervantes N� 2052;6;Buceo;27;Disco;-34,887486;-56,1437407;Montevideo;Montevideo;1;1020
64;Devoto Hermanos S.A.;Devoto - HIPER PIRIAPOLIS;Piria y Buenos Aires;;Interior;27;Devoto;-34,86549145;-55,27038576;Piri�polis;Maldonado;10;10523
65;Devoto Hermanos S.A.;Devoto - SAYAGO;Camino Ariel 4626;13;Sayago;29;Devoto;-34,83638996;-56,21149212;Montevideo;Montevideo;1;1020
66;Ta Ta S.A.;Ta - Ta - Florida;Independencia 666;;Interior;3;Ta - Ta;-34,09827705;-56,21565646;Florida;Florida;8;8220
67;Ta Ta S.A.;Ta - Ta - Goes;Avda. Gral. Flores 2569/71;3;Goes;3;Ta - Ta;-34,88037673;-56,18172176;Montevideo;Montevideo;1;1020
68;Ta Ta S.A.;Ta - Ta - Cerro;Grecia 3396;17;Cerro;3;Ta - Ta;-34,89035879;-56,24788098;Montevideo;Montevideo;1;1020
69;Ta Ta S.A.;Ta - Ta - San Jos�;Asamblea  620;;Interior;3;Ta - Ta;-34,33996066;-56,71293279;San Jos� de Mayo;San Jos�;16;16220
70;Ta Ta S.A.;Ta - Ta - Melo;Aparicio Saravia 665;;Interior;4;Ta - Ta;-32,369228;-54,16912088;Melo;Cerro Largo;4;4220
71;Ta Ta S.A.;Ta - Ta - Malv�n Norte;Piran 2101;8;Malv�n Norte;4;Ta - Ta;-34,8745169;-56,1223416;Montevideo;Montevideo;1;1020
72;Ta Ta S.A.;Ta - Ta - Pando;Avda. Gral. Artigas 851;;Interior;4;Ta - Ta;-34,717023;-55,96221554;Pando;Canelones;3;3322
73;Ta Ta S.A.;Ta - Ta - Artigas;Bernab� Rivera  269;;Interior;5;Ta - Ta;-30,39981984;-56,46589301;Artigas;Artigas;2;2220
74;Ta Ta S.A.;Ta - Ta - Durazno;18 de Julio 580;;Interior;5;Ta - Ta;-33,37924226;-56,52223948;Durazno;Durazno;6;6220
75;Ta Ta S.A.;Ta - Ta - Col�n;Avda. Garz�n 1952;12;Col�n Centro y Noroeste;5;Ta - Ta;-34,80447919;-56,22252959;Montevideo;Montevideo;1;1020
76;Ta Ta S.A.;Ta - Ta - Portones;Avda. Italia 5757;8;Carrasco;5;Ta - Ta;-34,88220508;-56,08223564;Montevideo;Montevideo;1;1020
77;Superstar Ltda.;Ta - Ta - Hiper Plaza Ss;Leandro G�mez esq. Zelmar Michelini (Z. Michelini 911);;Interior;5;Ta - Ta;-32,31643682;-58,09558874;Paysand�;Paysand�;11;11120
78;Ta Ta S.A.;Ta - Ta - Young;18 de Julio 1923;;Interior;5;Ta - Ta;-32,6996292;-57,6287617;Young;R�o Negro;12;12421
79;Ta Ta S.A.;Ta - Ta - Fray Bentos;18 de Julio 1625;;Interior;6;Ta - Ta;-33,12115054;-58,30647655;Fray Bentos;R�o Negro;12;12320
80;Ta Ta S.A.;Ta - Ta - Uni�n;Avda. 8 de Octubre 3723;6;Uni�n;6;Ta - Ta;-34,87531947;-56,14131826;Montevideo;Montevideo;1;1020
81;Superstar Ltda.;Ta - Ta - Hiper Norte Ss;Zorrilla de San Mart�n 1705;;Interior;6;Ta - Ta;-32,30229708;-58,07829654;Paysand�;Paysand�;11;11120
82;Ta Ta S.A.;Ta - Ta - Rosario;Artigas 200;;Interior;6;Ta - Ta;-34,316172;-57,356172;Rosario;Colonia;5;5422
83;Ta Ta S.A.;Ta - Ta -Hiper Colonia;Avda. Roosevelt y Luis Casanello;;Interior;7;Ta - Ta;-34,46590035;-57,83459086;Colonia del Sacramento;Colonia;5;5320
84;Ta Ta S.A.;Ta - Ta - Juan Lacaze;Jose Salvo 100;;Interior;7;Ta - Ta;-34,4368371;-57,4376265;Juan Lacaze;Colonia;5;5323
85;Ta Ta S.A.;Ta - Ta - Hiper Las Piedras;Avda. Gral. Artigas 810;;Interior;7;Ta - Ta;-34,72718148;-56,22376272;Las Piedras;Canelones;3;3221
86;Ta Ta S.A.;Ta - Ta - Hiper Melo;Villanueva Saravia 777;;Interior;7;Ta - Ta;-32,35674232;-54,1650241;Melo;Cerro Largo;4;4220
87;Ta Ta S.A.;Ta - Ta - Hiper Mercedes;Artigas y Rod�;;Interior;7;Ta - Ta;-33,25008096;-58,02999503;Mercedes;Soriano;17;17220
88;Ta Ta S.A.;Ta - Ta - Minas;18 de Julio  620;;Interior;7;Ta - Ta;-34,37704023;-55,23705664;Minas;Lavalleja;9;9220
89;Ta Ta S.A.;Ta - Ta - 18 de Julio;Avda. 18 de Julio 1280;1;Centro;7;Ta - Ta;-34,90588074;-56,1884683;Montevideo;Montevideo;1;1020
90;Ta Ta S.A.;Ta - Ta - Centro;Avda. 18 de Julio 880;1;Centro;7;Ta - Ta;-34,9065197;-56,19747883;Montevideo;Montevideo;1;1020
91;Ta Ta S.A.;Ta - Ta - Paysand�;18 deJulio1128;;Interior;7;Ta - Ta;-32,31720503;-58,08288566;Paysand�;Paysand�;11;11120
92;Ta Ta S.A.;Ta - Ta - Hiper Canelones;Jos� Batlle y Ordo�es 960;;Interior;8;Ta - Ta;-34,51714088;-56,28118885;Canelones;Canelones;3;3320
93;Ta Ta S.A.;Ta - Ta -Hiper  Carmelo;Zorrilla de San Martin 278;;Interior;8;Ta - Ta;-33,9993896;-58,2883458;Carmelo;Colonia;5;5321
94;Ta Ta S.A.;Ta - Ta - Paso Molino;Avda. Agraciada 4214;14;Paso Molino;8;Ta - Ta;-34,85626027;-56,21987448;Montevideo;Montevideo;1;1020
95;Superstar Ltda.;Ta - Ta -Hiper Shopping;Luis A. de Herrera 925;;Interior;8;Ta - Ta;-32,31817282;-58,08311064;Paysand�;Paysand�;11;11120
96;Ta Ta S.A.;Ta - Ta - Hiper Paysand�;Rep. Argentina 1680;;Interior;8;Ta - Ta;-32,3186309;-58,07066348;Paysand�;Paysand�;11;11120
97;Ta Ta S.A.;Ta - Ta - Rocha;Gral Artigas 221;;Interior;8;Ta - Ta;-34,4837741;-54,3337119;Rocha;Rocha;14;14320
98;Ta Ta S.A.;Ta - Ta - Hiper Tacuaremb� 2;Joaqu�n Suarez 259;;Interior;8;Ta - Ta;-31,71252253;-55,97836308;Tacuaremb�;Tacuaremb�;18;18220
99;Ta Ta S.A.;Ta - Ta - Hiper Trinidad;Pte. Berro y J. Batlle y Ordo�ez (Pte. Berro 474);;Interior;8;Ta - Ta;-33,51881855;-56,89555368;Trinidad;Flores;7;7320
100;Ta Ta S.A.;Ta - Ta - Hiper Artigas;Luis Alberto de Herrera 539;;Interior;9;Ta - Ta;-30,40545839;-56,46335985;Artigas;Artigas;2;2220
101;Ta Ta S.A.;Ta - Ta - Hiper Salto ;19 de Abril y  Soca;;Interior;9;Ta - Ta;-31,38540957;-57,96345507;Salto;Salto;15;15120
102;Ta Ta S.A.;Ta - Ta - San Carlos;Carlos Alberto Cal 738;;Interior;9;Ta - Ta;-34,7929884;-54,9207713;San Carlos;Maldonado;10;10321
103;Ta Ta S.A.;Ta - Ta - Treinta y Tres;Juan Antonio Lavalleja 1774;;Interior;9;Ta - Ta;-33,225326;-54,3901664;Treinta y Tres;Treinta y Tres;19;19220
104;Ta Ta S.A.;Ta - Ta - Cord�n;Avda. 18 de Julio1593;2;Cord�n;10;Ta - Ta;-34,90407047;-56,18199884;Montevideo;Montevideo;1;1020
105;Superstar Ltda.;Ta - Ta - Hipersuperstar;Bvar. Artigas Esq. Washington (Washington 1673);;Interior;10;Ta - Ta;-32,31509968;-58,07008748;Paysand�;Paysand�;11;11120
106;Ta Ta S.A.;Ta - Ta - Hiper Rivera;Sarand� 950;;Interior;10;Ta - Ta;-30,9063819;-55,53965908;Rivera;Rivera;13;13220
107;Polakof  y C�a.  S.A.;El Dorado - Biarritz;Urbanizaci�n Biarritz;;Interior;1;El Dorado;-34,8901087;-54,94368781;Maldonado;Maldonado;10;10320
108;Polakof  y C�a.  S.A.;El Dorado - Aigu�;Gral. de la Llana y M. Muniz;;Interior;2;El Dorado;-34,20195102;-54,76679261;Aigu�;Maldonado;10;10521
109;Polakof  y C�a.  S.A.;El Dorado - Chuy;Arachanes 559;;Interior;2;El Dorado;-33,69322015;-53,45540749;Chuy;Rocha;14;14521
110;Polakof  y C�a.  S.A.;El Dorado - La Pedrera;Ruta 10 Y calle Principal;;Interior;2;El Dorado;-34,59084857;-54,12378425;La Pedrera;Rocha;14;14942
111;Polakof  y C�a.  S.A.;El Dorado - Solanas;Ruta10 Km. 127.500;;Interior;2;El Dorado;-34,88034983;-55,05032954;Maldonado;Maldonado;10;10969
112;Polakof  y C�a.  S.A.;El Dorado - Cerro Pelado;Cuchilla de la India Muerta y Tpanba�;;Interior;2;El Dorado;-34,8828614;-54,97470354;Maldonado;Maldonado;10;10320
113;Polakof  y C�a.  S.A.;El Dorado - Lausana;Acuario y Manolo Lima;;Interior;2;El Dorado;-34,88449198;-54,977229;Maldonado;Maldonado;10;10320
114;Polakof  y C�a.  S.A.;El Dorado - Camino de los Gauchos;Av. De Los Gauchos y Celedonio Rojas ;;Interior;2;El Dorado;-34,90089817;-54,94392757;Maldonado;Maldonado;10;10320
115;Polakof  y C�a.  S.A.;El Dorado - Tobias Polakof;Tobias Polakof 1031 y Joaquin de Viana;;Interior;2;El Dorado;-34,90924328;-54,96376791;Maldonado;Maldonado;10;10320
116;Polakof  y C�a.  S.A.;El Dorado - Punta Colorada;Avda. Calle Central entre calles  6 y 7;;Interior;2;El Dorado;-34,90153809;-55,25670274;Piri�polis;Maldonado;10;10523
117;Polakof  y C�a.  S.A.;El Dorado - Treinta y Tres Obelisco;Enrique Rod� 1559;;Interior;2;El Dorado;-33,22808828;-54,37859324;Treinta y Tres;Treinta y Tres;19;19220
118;Polakof  y C�a.  S.A.;El Dorado - Sol�s;Avda. Barreiro Pda. 28;;Interior;3;El Dorado;-34,78951211;-55,37694236;Balneario Sol�s;Maldonado;10;10828
119;Polakof  y C�a.  S.A.;El Dorado - Cuchilla Alta;Avda. Agust�n Pons S/N entre Rambla 33 y Canelones;;Interior;3;El Dorado;-34,79662349;-55,49485429;Cuchilla Alta;Canelones;3;3935
120;Polakof  y C�a.  S.A.;El Dorado - Las Piedras;Gral. Flores 609;;Interior;3;El Dorado;-34,72788381;-56,21585865;Las Piedras;Canelones;3;3221
121;Polakof  y C�a.  S.A.;El Dorado - Lascano;25 de Agosto y Rinc�n;;Interior;3;El Dorado;-33,67438544;-54,20609267;Lascano;Rocha;14;14422
122;Polakof  y C�a.  S.A.;El Dorado - Boulevar;Tacuaremb� y Bvar. Artigas;;Interior;3;El Dorado;-34,91511706;-54,94480493;Maldonado;Maldonado;10;10320
123;Polakof  y C�a.  S.A.;El Dorado - Minas 3;18 de Julio y Claudio Williman;;Interior;3;El Dorado;-34,37489226;-55,24036001;Minas;Lavalleja;9;9220
124;Polakof  y C�a.  S.A.;El Dorado - Sim�n del Pino;Sim�n del Pino y Misiones;;Interior;3;El Dorado;-34,85924269;-55,277325;Piri�polis;Maldonado;10;10523
125;Polakof  y C�a.  S.A.;El Dorado - Treinta y Tres El Arco;Manuel Mel�ndez 852 esq. Juan Rosas;;Interior;3;El Dorado;-33,22944446;-54,38261002;Treinta y Tres;Treinta y Tres;19;19220
126;Polakof  y C�a.  S.A.;El Dorado - Mercado Velazquez;Avda. Batlle y Ordo�ez y Mitre;;Interior;4;El Dorado;-34,89853795;-54,95389921;Maldonado;Maldonado;10;10320
127;Polakof  y C�a.  S.A.;El Dorado - Minas Avenida;Luis A. de Herrera  515;;Interior;4;El Dorado;-34,37279248;-55,24357249;Minas;Lavalleja;9;9220
128;Polakof  y C�a.  S.A.;El Dorado - Gorlero;Calle 29 y Gorlero;;Interior;4;El Dorado;-34,95999947;-54,94127259;Punta del Este;Maldonado;10;10524
129;Polakof  y C�a.  S.A.;El Dorado - Parada 2;Av. Francia entre Vaz Ferreira y Lenzina;;Interior;4;El Dorado;-34,9532227;-54,9389274;Punta del Este;Maldonado;10;10524
130;Polakof  y C�a.  S.A.;El Dorado - La Barra;Ruta 10 Km. 160.10;;Interior;5;El Dorado;-34,9086191;-54,86736565;Barra de Maldonado;Maldonado;10;10942
131;Polakof  y C�a.  S.A.;El Dorado - La Paloma;Solari esq. Sirio;;Interior;5;El Dorado;-34,66434558;-54,15560948;La Paloma;Rocha;14;14722
132;Polakof  y C�a.  S.A.;El Dorado - Punta del Este Virazon;Virazon;;Interior;5;El Dorado;-34,90796516;-54,94891351;Punta del Este;Maldonado;10;10524
133;Polakof  y C�a.  S.A.;El Dorado - Minas Centro;Morales Arrillaga 757;;Interior;5;El Dorado;-34,37417286;-55,23424515;Minas;Lavalleja;9;9220
134;Polakof  y C�a.  S.A.;El Dorado - Mercado Pan de Az�car;F�lix de Lizarza 775;;Interior;5;El Dorado;-34,77995427;-55,22845428;Pan de Az�car;Maldonado;10;10522
135;Polakof  y C�a.  S.A.;El Dorado - San Carlos Avenida;Ceberio y Rinc�n;;Interior;5;El Dorado;-34,79540196;-54,92222562;San Carlos;Maldonado;10;10321
136;Polakof  y C�a.  S.A.;El Dorado - La Balconada;Av. Sagitario Esquina Alfa;;Interior;6;El Dorado;-34,6593147;-54,1697994;La Paloma;Rocha;14;14722
137;Polakof  y C�a.  S.A.;El Dorado - Super Eco Lussich;Camino Lussich y Medina;;Interior;6;El Dorado;-34,8991043;-54,96720539;Maldonado;Maldonado;10;10320
138;Polakof  y C�a.  S.A.;El Dorado - Piria;Av. Piria y Tucum�n;;Interior;6;El Dorado;-34,86899766;-55,27315934;Piri�polis;Maldonado;10;10523
139;Polakof  y C�a.  S.A.;El Dorado - R�o Branco;Jos� H. Uriarte y Virrey Arredondo;;Interior;6;El Dorado;-32,58116917;-53,37591628;R�o Branco;Cerro Largo;4;4522
140;Polakof  y C�a.  S.A.;El Dorado - San Carlos Centro;25 de Agosto y  Sarand�;;Interior;6;El Dorado;-34,79101284;-54,91311283;San Carlos;Maldonado;10;10321
141;Polakof  y C�a.  S.A.;El Dorado - Treinta y Tres Centro;Basilio Araujo 1067;;Interior;6;El Dorado;-33,23295056;-54,38768007;Treinta y Tres;Treinta y Tres;19;19220
142;Polakof  y C�a.  S.A.;El Dorado - Mercado 18;Dodera 882;;Interior;10;El Dorado;-34,9071442;-54,96037308;Maldonado;Maldonado;10;10320
143;Polakof  y C�a.  S.A.;El Dorado - Santa Luc�a;Av. Rivera y Dr. Mateo Legnani;;Interior;10;El Dorado;-34,4498343;-56,3982732;Santa Luc�a;Canelones;3;3323
144;Ta Ta S.A.;Ta - Ta - Tres Cruces;Bvar. Gral. Artigas 1867;2;Tres Cruces;11;Ta - Ta;-34,89641173;-56,16508872;Montevideo;Montevideo;1;1020
145;Polakof  y C�a.  S.A.;El Dorado - Melo;Luis A. De Herrera y Justino Muniz;;Interior;8;El Dorado;-32,3694805;-54,1697456;Melo;Cerro Largo;4;4220
146;Macromercado Mayorista S.A.;Macromercado Mayorista - Camino Maldonado / Punta Rieles;Camino Maldonado 6783;9;Punta de Rieles ;10;Macromercado Mayorista;-34,82459384;-56,10209434;Montevideo;Montevideo;1;1020
147;Macromercado Mayorista S.A.;Macromercado Mayorista - Paso de la Arena;Avda. Luis Batlle Berres 6149;18;Paso de la Arena;12;Macromercado Mayorista;-34,84614233;-56,25001131;Montevideo;Montevideo;1;1020
148;Macromercado Mayorista S.A.;Macromercado Mayorista - La Teja;Avda. Dr. Carlos Ma. Ram�rez 574;14;La Teja;13;Macromercado Mayorista;-34,86204963;-56,23138236;Montevideo;Montevideo;1;1020
149;Macromercado Mayorista S.A.;Macromercado Mayorista - Carrasco;Avda. al Parque Roosvelt 2495;;Interior;22;Macromercado Mayorista;-34,87133956;-56,02260557;Ciudad de la Costa;Canelones;3;3831
150;Macromercado Mayorista  S.A.;Macromercado Mayorista - Maldonado;Bvar. Artigas y 3 de febrero;;Interior;22;Macromercado Mayorista;-34,91511706;-54,94480493;Maldonado;Maldonado;10;10320
151;Macromercado Mayorista S.A.;Macromercado Mayorista - Casa Central / San Mart?n;Pugnalini 1847;3;Brazo Oriental;22;Macromercado Mayorista;-34,8667541;-56,18040616;Montevideo;Montevideo;1;1020
152;Henderson y Cia.  S.A.;Tienda Inglesa - Pocitos;Juan Benito Blanco 966;5;Pocitos;5;Tienda Inglesa;-34,91390176;-56,14886398;Montevideo;Montevideo;1;1020
